,address,balance,Vote,Round,Project Name,Proposal State,Grant Category,Earmarks,OCEAN Granted
0,0x9e95B6c35a43A61B06F19d21FBe008f17B1f5e44,300.0118093941776,Yes,1,Wisdom Of the Web,Not Granted,Build & Integrate,General,0.0
1,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,5271.992998568287,Yes,1,Operation Plankton,Not Granted,Outreach,General,0.0
2,0x362CfE20851584DF00a670b2c8460A3aafD35839,3268.11491548,Yes,1,Operation Plankton,Not Granted,Outreach,General,0.0
3,0x1Daf0b27e0F54a235abb5D52D276033394Eb8F49,567.6879494588621,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
4,0xcC7E9b8331bea863a158589E8EBCF118C72d0683,7084.813123103328,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
5,0xf3a7ACf685c737B632Ffe4265BB9094C25cF8Ac4,536.3817845473446,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
6,0xbbd33AFa85539fa65cc08A2e61a001876D2f13FE,3960.2413043068527,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
7,0x3DA6cb84752975352711ACAb5613B4E23e04fbfc,24510.21392,Yes,1,Operation Plankton,Not Granted,Outreach,General,0.0
8,0xcBdD51CF4e679542de0AC059Ae7399d798870F5F,29999.97808381,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
9,0xAFBA2f63810e1Be2F56e95b77fD20f62a3Aef46a,2124.793355535069,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
10,0xA41960A39265e936d73F76581475F5517f8F259D,4554.57098909636,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
11,0x12843126A739EE01dbDa27102c66ae20689506B9,114.86593440899348,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
12,0x1911176664F147DCb30DA4a4AA6ef6c6849e613f,4446.742291051118,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
13,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,25934.1,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
14,0x2102fbdb989Ad103DFd0D110E639A8abe0e148fF,0.5267964261569978,Yes,1,Operation Plankton,Not Granted,Outreach,General,0.0
15,0x5De4EA2F4fDe1823ea0432FbeB7E8E7a69f8987C,5340.749815216586,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
16,0x07796f0FECABF25A8516d99b0669375246b10C2c,3117.594152443874,Yes,1,Ocean Surfer,Funded,Build & Integrate,General,13000.0
17,0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,6238.163055456334,Yes,1,Wisdom Of the Web,Not Granted,Build & Integrate,General,0.0
18,0x15b5359fd05A37ba6546AaCabe92D9354aD18D07,2230.0,Yes,1,Wisdom Of the Web,Not Granted,Build & Integrate,General,0.0
19,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,6435.0,Yes,1,Wisdom Of the Web,Not Granted,Build & Integrate,General,0.0
20,0xF40b005FFE2Db0197b8c301e1C966C2cb3B59A08,5000.0,Yes,1,Wisdom Of the Web,Not Granted,Build & Integrate,General,0.0
21,0xBEc2E3DcC0F554072474A24376419F5d3454b70F,4724.992161564726,Yes,1,Decentralized File Rating,Funded,Build & Integrate,General,13000.0
22,0x06Fbe5d776905ea91899b273e4b663ADF58597eB,10022.7463466783,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
23,0x3c104180D537550d2cC2fe6de12d1A6c6B29A036,2003408.2266651588,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
24,0xebDcbE0f258B7F8Ebb7d3F5E57faE8C2204a5E64,8862.4631086049,Yes,1,APY.vision,Not Granted,Build & Integrate,General,0.0
25,0xb1234459671Bc3C844b7887574748be5bFf8b55F,2491.4624879024286,Yes,1,Wisdom Of the Web,Not Granted,Build & Integrate,General,0.0
26,0x5D2B315C465e133a346C960F46f5AA1ED88a3179,13840.708382944082,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
27,0xf84a022c73F3547932bdb3Cf4a356315fDc76748,11780.0,Yes,1,Ocean Pool Alerts,Funded,Build & Integrate,General,13000.0
28,0x45E48C0a6Fe8b759652624451C83387130C58367,20801.28827419996,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
29,0x01b8744f70cE3386aac11365516B231A78004198,20388.850595227424,Yes,1,Ocean Surfer,Funded,Build & Integrate,General,13000.0
30,0xf773829a6cFF2a51B8fC4E0D146faE34182bf119,20000.0,Yes,1,Ocean Pool Alerts,Funded,Build & Integrate,General,13000.0
31,0x5281aD053cC8906d08E9520318A76db767CEeB4b,20000.0,Yes,1,Ocean Pool Alerts,Funded,Build & Integrate,General,13000.0
32,0xF26dAAEc5d04BEa5cADB01f93D060b668b96a00b,6938.963696628569,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
33,0xB804cb279F84292df5e8D78a6B2Ff315aD3E8B3c,5043.692973201607,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
34,0xE2D0d856Ecfaf305BAee76ddAf76444AD3b8684c,3743.288215579004,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
35,0xa60556e3bF6424488072Fb09A20Ecb23dd6D609E,2500.0,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
36,0x6217D92CdbbB56046669cd9F86a916447849fd96,456.402581666758,Yes,1,Decentralized File Rating,Funded,Build & Integrate,General,13000.0
37,0x3457124819696E79A3ECa0D08655B287C4F92136,3357.4908726832177,Yes,1,Decentralized File Rating,Funded,Build & Integrate,General,13000.0
38,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,41365.77006754,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
39,0x7Dc445E2B251e82bd45A4401e72Cf60b6B4a13aB,3999.05121585417,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
40,0xB40156F51103EbaA842590cE51DD2cD0a9E83cDa,12861.269001146664,Yes,1,Resilient ML,Not Granted,Build & Integrate,General,0.0
41,0xEa9235312333aEbFA8C8cA76c77574755b5C00ca,8343.739464227356,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
42,0xc42193d87DD67c3639ED1cEF53c409c37775F7C4,15000.024704031388,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
43,0x24D768d1fFadea536f293354553d360c7E16a8E0,60063.990396300986,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
44,0x3D57251EF3c56992e76dEb521e21614F67e2cde9,153.18237088835667,Yes,1,Operation Plankton,Not Granted,Outreach,General,0.0
45,0x8dB040D2A95c76805f7F24B146f273ADdbB86ed1,1082.564804613503,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
46,0x33f0E20f104bC092AD43E1fcA864310C4c0189E4,312.5685742710478,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
47,0xB63503dA3bfAB5626e2A91c4cD94fB59679f6876,69297.14125062613,Yes,1,Decentralized File Rating,Funded,Build & Integrate,General,13000.0
48,0x64f1fA767dC5f050431Bd1d1d3e72Ea0aD865a06,38408.42637909669,Yes,1,Decentralized File Rating,Funded,Build & Integrate,General,13000.0
49,0xE0093f7A481f1545d4A656726735E544Eb98eD93,400000.000000004,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
50,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,5078.0,Yes,1,Resilient ML,Not Granted,Build & Integrate,General,0.0
51,0xba70544Ca4feD37A78Caa653e1cdD3A97d71605C,20511.23190919157,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
52,0xCeaAD86848Dc118337b97eD7a0Fdba36Da6f03D4,2963.563947933436,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
53,0xf29cA9E016BD479603c3470284Eb7f6090344a8C,70000.0,Yes,1,Ocean Surfer,Funded,Build & Integrate,General,13000.0
54,0xC767B8d677bEB0A91bB511f20D533cA7Dd524494,5000.0,Yes,1,Ocean Pool Alerts,Funded,Build & Integrate,General,13000.0
55,0x09E72574c5ab7891f9478d210ee0E6fc5e7FE486,20000.0,Yes,1,Ocean Pool Alerts,Funded,Build & Integrate,General,13000.0
56,0x27B3035ab7F71d711dE25f114768F5F64B61857B,44349.8,Yes,1,Ocean Pool Alerts,Funded,Build & Integrate,General,13000.0
57,0x34335050Aa618DA5F5187E7644f0b86a015E55d3,36965.25773613341,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
58,0x359a76dB7aFDAd46f0e2C6699eC768c1064C86Ca,1939.7798205247436,Yes,1,Operation Plankton,Not Granted,Outreach,General,0.0
59,0xFE53E594f981e234FCc5e33d3C37943C81766485,83.66205484410322,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
60,0x5F071f2CE06084811be5B2EF2e9D2773f53d32CB,7209.12155135,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
61,0x91d7Ff5660435a218BfB2DBEe4C1Ec865892b2E2,106.27672921554294,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
62,0xCd3f010432c427D043AF133b5AE9ee22B1ECEd9B,1000.8345539767416,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
63,0xd647b65fF1e4b25E3d2Dc86553A42c2675072A1a,16500.0,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
64,0x5cFDBd9150596b790AAe28e003EFfac9f29081F9,5000.0,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
65,0x12BD31628075C20919BA838b89F414241b8c4869,23804.9,Yes,1,Ocean Surfer,Funded,Build & Integrate,General,13000.0
66,0xaaC3438D37Da2FA2cE9A91c43834757314A2211b,1042.494548548696,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
67,0xF3E6e119972D9FBC06D34919a5EeCE4Ab5E47975,100.0,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
68,0x0B4a3351096b93672EFe48058A2De00E520F50f9,1471.052364685097,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
69,0x206120ebC24119b650B58df6Fc8559C8418A9e83,488.17650323101225,Yes,1,Ocean Academy,Funded,Outreach,General,13000.0
70,0xF0e5094e51CDD81eBD68dD3F19AA580E2396A94D,10792.952676750068,Yes,1,Operation Plankton,Not Granted,Outreach,General,0.0
71,0x85799fF1c86f89FE9fB07773d1d240763b6039Ce,201.6120193925808,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
72,0x1cA48a32482eF29708e95F248E8a613f05782ED3,16149.298309948495,Yes,1,Data Whale,Funded,Build & Integrate,General,13000.0
73,0x9b315a6B563687357FaF7493700C3EA406f5d55c,139.24916958078435,Yes,1,Operation Plankton,Not Granted,Outreach,General,0.0
74,0x2D3fb3096F020029A49A45c88253A4CD0BC2503F,1532.2302672129622,Yes,1,Operation Plankton,Not Granted,Outreach,General,0.0
75,0xB3D31eCf4C702Dc516c7a7e67F385560eE04A9C3,15018.908030564367,Yes,1,Ocean Surfer,Funded,Build & Integrate,General,13000.0
0,0xB1bF4E002F13924a139C032d851DC0562D219ED1,6800.0,Yes,2,Ocean Academy,Funded,Outreach,General,10000.0
1,0x3951498C5551E7552E536f63eD3e7c861b0f8d93,94.47565466359568,Yes,2,Ocean Academy,Funded,Outreach,General,10000.0
2,0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,16016.997354125702,Yes,2,Liquidity Pool Handling,Funded,Build & Integrate,General,10000.0
3,0xf3a7ACf685c737B632Ffe4265BB9094C25cF8Ac4,536.3817845473446,Yes,2,Ocean Academy,Funded,Outreach,General,10000.0
4,0x1Daf0b27e0F54a235abb5D52D276033394Eb8F49,567.6879494588621,Yes,2,Ocean Academy,Funded,Outreach,General,10000.0
5,0x807e4419f9E09Db3c8C22A6dfFB753ae4B1F992E,5117.00001334,Yes,2,German AI/ML,Funded,Outreach,General,10000.0
6,0xfc1719d6eDC4318820d02C725b4F6e530D11Bebb,10177.493,Yes,2,Liquidity Pool Handling,Funded,Build & Integrate,General,10000.0
7,0xB40156F51103EbaA842590cE51DD2cD0a9E83cDa,5000.105719922575,Yes,2,Governor DAO,Funded,Unleash Data,General,10000.0
8,0x2BcA3836741FE09f690ca7F1EDfCED65968D57C3,33532.8,Yes,2,RugPullIndex,Funded,Build & Integrate,General,10000.0
9,0xEC852D93806A0E5c93e506C804717530aC26bB8d,40752.78034,Yes,2,German AI/ML,Funded,Outreach,General,10000.0
10,0xc42193d87DD67c3639ED1cEF53c409c37775F7C4,14885.664131870386,Yes,2,Buidl Ocean,Not Granted,Outreach,General,0.0
11,0xE2D0d856Ecfaf305BAee76ddAf76444AD3b8684c,3743.288215579004,Yes,2,German AI/ML,Funded,Outreach,General,10000.0
12,0xB9D10940Dae76C3e50d422C754009eEDa22b4eA0,1247.1454543226057,Yes,2,Liquidity Pool Handling,Funded,Build & Integrate,General,10000.0
13,0x798FfE6427072A92eaEbb575eb2ed843e60B3762,1853.217767666136,Yes,2,Buidl Ocean,Not Granted,Outreach,General,0.0
14,0x45E48C0a6Fe8b759652624451C83387130C58367,8387.700396276672,Yes,2,Data Whale,Funded,Build & Integrate,General,10000.0
15,0x02796aDc9e9eBc30893c13A78D5691467B866bfB,2674.318912418897,Yes,2,Liquidity Pool Handling,Funded,Build & Integrate,General,10000.0
16,0x01b8744f70cE3386aac11365516B231A78004198,30388.850595227424,Yes,2,Project Coral,Not Granted,Outreach,General,0.0
17,0xA78B390F3446D57cBFa705793Bfc8b1c264D73A5,3330.071346721308,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
18,0xDbf569b55C210d3062fE5D15575D854DD9B330eb,105011.99969018,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
19,0xbbd33AFa85539fa65cc08A2e61a001876D2f13FE,3610.9807133168742,Yes,2,RugPullIndex,Funded,Build & Integrate,General,10000.0
20,0x5D2B315C465e133a346C960F46f5AA1ED88a3179,24340.70838294408,Yes,2,Data Whale,Funded,Build & Integrate,General,10000.0
21,0x0225DD447C812cdEb436352eb44f3ad03B2a4288,22811.92132,Yes,2,Data Whale,Funded,Build & Integrate,General,10000.0
22,0x42a19cd756651A488f1899157c45Af929bf3695F,22660.00001,Yes,2,VideoWiki,Funded,Build & Integrate,General,10000.0
23,0x2102fbdb989Ad103DFd0D110E639A8abe0e148fF,639.4154515436492,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
24,0x15b5359fd05A37ba6546AaCabe92D9354aD18D07,1700.0,Yes,2,Liquidity Pool Handling,Funded,Build & Integrate,General,10000.0
25,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,14154.823107221942,Yes,2,Liquidity Pool Handling,Funded,Build & Integrate,General,10000.0
26,0xd8a7b5F1bf69b66a1ba464aF5c6adBA17C120EEC,480.0119222701831,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
27,0xF8dac7973f0F444E19bf671915187A0A92f18313,8000.0,Yes,2,Moon Jelly,Not Granted,Build & Integrate,General,0.0
28,0xf2Bc84dae97DC72000404eeF5cCC04eD236e9a79,12602.21191054353,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
29,0x7186d0ebafB8103F87cC500649389aBdD4E756E7,362.97618523310194,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
30,0x37A6156e4a6E8B60b2415AF040546cF5e91699bd,2000.0,Yes,2,Governor DAO,Funded,Unleash Data,General,10000.0
31,0x2D3fb3096F020029A49A45c88253A4CD0BC2503F,1667.6110115953572,Yes,2,German AI/ML,Funded,Outreach,General,10000.0
32,0x34335050Aa618DA5F5187E7644f0b86a015E55d3,36965.25773613341,Yes,2,Ocean Academy,Funded,Outreach,General,10000.0
33,0x5De4EA2F4fDe1823ea0432FbeB7E8E7a69f8987C,5340.749815216586,Yes,2,Ocean Academy,Funded,Outreach,General,10000.0
34,0xd647b65fF1e4b25E3d2Dc86553A42c2675072A1a,16500.0,Yes,2,Ocean Academy,Funded,Outreach,General,10000.0
35,0x20718BCD0E16d2cAfF38F87B157Fd1B0d92Cc488,5650.004711977122,Yes,2,Governor DAO,Funded,Unleash Data,General,10000.0
36,0x8dB040D2A95c76805f7F24B146f273ADdbB86ed1,2035.927498958015,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
37,0x1Fa4823613Fb2424cbDab225FC1eEfe3Bd293c84,23037.5,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
38,0xcfdaE6FF195A99Ee0dEd376eaD5056BB679Ebec7,4584.700502795099,Yes,2,Governor DAO,Funded,Unleash Data,General,10000.0
39,0x105DfEd176B4c5Ba488Ee5F4362638Ab0216b8c4,52800.1374540403,Yes,2,Data Whale,Funded,Build & Integrate,General,10000.0
40,0x792035C909733246e49D419BE308A38b3f8b3E8E,10077.8472,Yes,2,Governor DAO,Funded,Unleash Data,General,10000.0
41,0xd69485360F89e824935097Dd594a2b72CD4aDDD8,5000.0,Yes,2,Data DAO,Not Granted,Build & Integrate,General,0.0
42,0x1d4df77B21a54A30735E18512613CfB87D83A8Ce,200.0,Yes,2,Clean Docs,Funded,Core Software,General,10000.0
43,0x1491e29aDc7a1aa6F8a7e6da5aC0D77BcD7D859E,26000.0,Yes,2,Clean Docs,Funded,Core Software,General,10000.0
44,0x27B3035ab7F71d711dE25f114768F5F64B61857B,44349.8,Yes,2,Clean Docs,Funded,Core Software,General,10000.0
45,0x81af0c37d201a73788a2bcc6f6eeCD038FFb633d,63.19298904529172,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
46,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,11078.0,Yes,2,Resilient ML,Not Granted,Unleash Data,General,0.0
47,0x87E4B99cE07073594AdDA44338705BA1Ab674cbD,148.00963432673367,Yes,2,Liquidity Pool Handling,Funded,Build & Integrate,General,10000.0
48,0x4fD45C660fcfD8deE204ebead23Ab7f17Cc43C6E,20001.255514660126,Yes,2,Governor DAO,Funded,Unleash Data,General,10000.0
49,0x60020f103fE5AFE856A84D0C6A785e3f121E98C3,522.2631135017409,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
50,0xcBdD51CF4e679542de0AC059Ae7399d798870F5F,29999.97808381,Yes,2,Ocean Academy,Funded,Outreach,General,10000.0
51,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,25934.1,Yes,2,RugPullIndex,Funded,Build & Integrate,General,10000.0
52,0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,2543.352734221005,Yes,2,German AI/ML,Funded,Outreach,General,10000.0
53,0x65f4424CEa0593c53Fe4E34d55455238BD058a6c,2099.06,Yes,2,Project Coral,Not Granted,Outreach,General,0.0
54,0xc211CCc4c718877Cda19690715BB81d98694f8A0,1514.05600178107,Yes,2,Data Whale,Funded,Build & Integrate,General,10000.0
55,0x519E21a4BF3eB67d811b04B4d8d44dEaBA5F5e0a,88979.12097367266,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
56,0xD896038c67EC4273aF33059f4b980a01587fd7BC,344.31235801647466,Yes,2,Data Whale,Funded,Build & Integrate,General,10000.0
57,0x2A1458F2C22d011547A0E4Ba47491D51Cdf7cc49,5911.823165208858,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
58,0xF0e5094e51CDD81eBD68dD3F19AA580E2396A94D,10359.352914667108,Yes,2,German AI/ML,Funded,Outreach,General,10000.0
59,0x31852784d2066618d35d2bB2a021b334a9d7F002,5236.429729901217,Yes,2,Data Whale,Funded,Build & Integrate,General,10000.0
60,0x12BD31628075C20919BA838b89F414241b8c4869,23804.9,Yes,2,Ocean Academy,Funded,Outreach,General,10000.0
61,0xF25281C5B5620cA0E9ab6a1442cb6e9B333CCb06,10000.0,Yes,2,Data DAO,Not Granted,Build & Integrate,General,0.0
62,0xA37De111022BE90A5ba966906c6C610f787bA3d6,125708.72772,Yes,2,VideoWiki,Funded,Build & Integrate,General,10000.0
63,0xa5a8c36e3f9C922BCfa56Cd05B5a4Ac6F8313827,68272.81537847506,Yes,2,Clean Docs,Funded,Core Software,General,10000.0
64,0xF68813feF24Ae1CE7000f0f1771Cd3042d5702be,1000.0,Yes,2,Governor DAO,Funded,Unleash Data,General,10000.0
65,0xb0f9E24fC04b7fD4B17D0FB7b1427C6CBda24b1C,10000.647888781026,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
66,0xcC7E9b8331bea863a158589E8EBCF118C72d0683,2050.3137420894905,Yes,2,Liquidity Pool Handling,Funded,Build & Integrate,General,10000.0
67,0x0bF2f30fD564E9ca0fb013ab343AE68c98eb008B,284.44541562854704,Yes,2,Governor DAO,Funded,Unleash Data,General,10000.0
68,0xA41960A39265e936d73F76581475F5517f8F259D,379.1073515148679,Yes,2,Data Whale,Funded,Build & Integrate,General,10000.0
69,0x1911176664F147DCb30DA4a4AA6ef6c6849e613f,7410.1708439172335,Yes,2,Data Whale,Funded,Build & Integrate,General,10000.0
70,0xFc1a540517fB09d967B5fb22c63F975B1e729D4C,44414.4,Yes,2,Liquidity Pool Handling,Funded,Build & Integrate,General,10000.0
71,0xcA3b7E1312Ad020C058eF4942e3f33fFe6fD7b5c,11876.9,Yes,2,Liquidity Pool Handling,Funded,Build & Integrate,General,10000.0
72,0xa60556e3bF6424488072Fb09A20Ecb23dd6D609E,500.0,Yes,2,Data Whale,Funded,Build & Integrate,General,10000.0
73,0x5e22b34F2708EA7e25918B8FCF816F9CfF27a331,8062.683748622426,Yes,2,VideoWiki,Funded,Build & Integrate,General,10000.0
74,0xB3D31eCf4C702Dc516c7a7e67F385560eE04A9C3,15018.908030564367,Yes,2,German AI/ML,Funded,Outreach,General,10000.0
75,0xF15f1d005a0Dd034b5760fA8e2f71be45289e0bA,5093.039576622567,Yes,2,German AI/ML,Funded,Outreach,General,10000.0
76,0xCeaAD86848Dc118337b97eD7a0Fdba36Da6f03D4,1343.2316976666973,Yes,2,German AI/ML,Funded,Outreach,General,10000.0
77,0xcA3Be6575f123f4d0DC371Aa6660D7977E98f010,1925.1233803977195,Yes,2,Research Data Economy,Funded,Outreach,General,10000.0
78,0x88Df446346EB051B8D19A47951141177f57d4329,639.0,Yes,2,Governor DAO,Funded,Unleash Data,General,10000.0
79,0x91700503f39012f032a765d182FbEe4397Ac5def,439.0854058538499,Yes,2,Governor DAO,Funded,Unleash Data,General,10000.0
80,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,15000.732,Yes,2,German AI/ML,Funded,Outreach,General,10000.0
0,0xf3a7ACf685c737B632Ffe4265BB9094C25cF8Ac4,536.3817845473446,Yes,3,Ocean Academy,Funded,Outreach,General,10000.0
1,0x1Daf0b27e0F54a235abb5D52D276033394Eb8F49,567.7966754449892,Yes,3,DataUnion Foundation,Funded,Unleash Data,General,10000.0
2,0x15b5359fd05A37ba6546AaCabe92D9354aD18D07,208.2273024327588,Yes,3,Votes4LPs,Funded,Build & Integrate,General,10000.0
3,0x34335050Aa618DA5F5187E7644f0b86a015E55d3,36965.25773613341,Yes,3,Ocean Academy,Funded,Outreach,General,10000.0
4,0x5De4EA2F4fDe1823ea0432FbeB7E8E7a69f8987C,5340.749815216586,Yes,3,Ocean Academy,Funded,Outreach,General,10000.0
5,0xd647b65fF1e4b25E3d2Dc86553A42c2675072A1a,16500.0,Yes,3,Ocean Academy,Funded,Outreach,General,10000.0
6,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,861.8821091289431,Yes,3,Currents Project,Not Granted,Unleash Data,General,0.0
7,0xFE53E594f981e234FCc5e33d3C37943C81766485,83.66205484410322,Yes,3,Currents Project,Not Granted,Unleash Data,General,0.0
8,0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,178153.2390210113,Yes,3,Votes4LPs,Funded,Build & Integrate,General,10000.0
9,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,226153.42552137488,Yes,3,DataUnion Foundation,Funded,Unleash Data,General,10000.0
10,0x105DfEd176B4c5Ba488Ee5F4362638Ab0216b8c4,53455.39570675277,Yes,3,Data Whale,Funded,Unleash Data,General,10000.0
11,0xef37BE5ABF9596B4df70AE9160947866f2355455,109.13374,Yes,3,Ocean Academy,Funded,Outreach,General,10000.0
12,0xe2C699FE9addaFD708eDb900eA7e5F4a25e0a33B,2573.408375071,Yes,3,Ocean Academy,Funded,Outreach,General,10000.0
13,0x5f532E354A72eE73778f03E16823A2c2E2fb312B,1000.0,Yes,3,Ocean x DeFi,Not Granted,Outreach,General,0.0
14,0x2BcA3836741FE09f690ca7F1EDfCED65968D57C3,33532.8,Yes,3,RugPullIndex,Funded,Build & Integrate,General,10000.0
15,0x65f4424CEa0593c53Fe4E34d55455238BD058a6c,1000.06,Yes,3,Project Coral,Funded,Outreach,General,10000.0
